,collection_week,state,hospital_name,city,hospital_subtype,total_beds_7_day_avg,all_adult_hospital_beds_7_day_avg,all_adult_hospital_inpatient_beds_7_day_avg,inpatient_beds_used_7_day_avg,all_adult_hospital_inpatient_bed_occupied_7_day_avg,total_adult_patients_hospitalized_confirmed_and_suspected_covid_7_day_avg,total_adult_patients_hospitalized_confirmed_covid_7_day_avg,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_7_day_avg,total_pediatric_patients_hospitalized_confirmed_covid_7_day_avg,inpatient_beds_7_day_avg,total_icu_beds_7_day_avg,total_staffed_adult_icu_beds_7_day_avg,icu_beds_used_7_day_avg,staffed_adult_icu_bed_occupancy_7_day_avg,staffed_icu_adult_patients_confirmed_and_suspected_covid_7_day_avg,staffed_icu_adult_patients_confirmed_covid_7_day_avg,total_patients_hospitalized_confirmed_influenza_7_day_avg,icu_patients_confirmed_influenza_7_day_avg,total_patients_hospitalized_confirmed_influenza_and_covid_7_day_avg,total_beds_7_day_sum,all_adult_hospital_beds_7_day_sum,all_adult_hospital_inpatient_beds_7_day_sum,inpatient_beds_used_7_day_sum,all_adult_hospital_inpatient_bed_occupied_7_day_sum,total_adult_patients_hospitalized_confirmed_and_suspected_covid_7_day_sum,total_adult_patients_hospitalized_confirmed_covid_7_day_sum,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_7_day_sum,total_pediatric_patients_hospitalized_confirmed_covid_7_day_sum,inpatient_beds_7_day_sum,total_icu_beds_7_day_sum,total_staffed_adult_icu_beds_7_day_sum,icu_beds_used_7_day_sum,staffed_adult_icu_bed_occupancy_7_day_sum,staffed_icu_adult_patients_confirmed_and_suspected_covid_7_day_sum,staffed_icu_adult_patients_confirmed_covid_7_day_sum
3883,10/1/2021,VT,GIFFORD MEDICAL CENTER,RANDOLPH,Critical Access Hospitals,56.0,56.0,25.0,13.4,13.4,-999999.0,-999999.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,392.0,392.0,175.0,94.0,94.0,-999999.0,-999999.0,0.0,0.0,175.0,0.0,0.0,0.0,0.0,0.0,0.0
4616,10/1/2021,VT,NORTHEASTERN VERMONT REGIONAL HOSPITAL,SAINT JOHNSBURY,Critical Access Hospitals,25.0,25.0,25.0,17.1,16.9,-999999.0,-999999.0,0.0,0.0,25.0,4.0,4.0,-999999.0,-999999.0,-999999.0,0.0,0.0,0.0,0.0,175.0,175.0,175.0,120.0,118.0,16.0,16.0,0.0,0.0,175.0,28.0,28.0,23.0,23.0,-999999.0,0.0
5124,9/24/2021,VT,MT ASCUTNEY HOSPITAL,WINDSOR,Critical Access Hospitals,35.0,35.0,35.0,27.6,27.6,-999999.0,-999999.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245.0,245.0,245.0,193.0,193.0,16.0,15.0,0.0,0.0,245.0,0.0,0.0,0.0,0.0,0.0,0.0
5281,9/24/2021,VT,UNIVERSITY OF VERMONT MEDICAL CENTER,BURLINGTON,Short Term,505.0,419.0,419.0,416.1,370.1,16.0,15.0,-999999.0,-999999.0,505.0,75.0,42.0,55.0,36.0,5.6,5.1,0.0,0.0,0.0,3535.0,2933.0,2933.0,2913.0,2591.0,112.0,105.0,-999999.0,-999999.0,3535.0,525.0,294.0,385.0,252.0,39.0,36.0
6734,10/1/2021,VT,BRATTLEBORO MEMORIAL HOSPITAL,BRATTLEBORO,Short Term,54.0,44.0,31.0,21.0,21.0,-999999.0,-999999.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,378.0,308.0,217.0,147.0,147.0,10.0,10.0,0.0,0.0,217.0,0.0,0.0,0.0,0.0,0.0,0.0
7281,10/1/2021,VT,NORTH COUNTRY HOSPITAL AND HEALTH CENTER,NEWPORT,Critical Access Hospitals,35.0,35.0,25.0,18.0,18.0,-999999.0,-999999.0,0.0,0.0,25.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245.0,245.0,175.0,126.0,126.0,6.0,6.0,0.0,0.0,175.0,35.0,35.0,0.0,0.0,0.0,0.0
7708,9/24/2021,VT,SPRINGFIELD HOSPITAL,SPRINGFIELD,Critical Access Hospitals,38.0,38.0,25.0,12.3,12.3,4.0,4.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,266.0,266.0,175.0,86.0,86.0,28.0,28.0,0.0,0.0,175.0,0.0,0.0,0.0,0.0,0.0,0.0
7954,9/24/2021,VT,NORTH COUNTRY HOSPITAL AND HEALTH CENTER,NEWPORT,Critical Access Hospitals,35.0,35.0,25.0,20.9,20.9,-999999.0,-999999.0,0.0,0.0,25.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245.0,245.0,175.0,146.0,146.0,-999999.0,-999999.0,0.0,0.0,175.0,35.0,35.0,0.0,0.0,0.0,0.0
8503,10/1/2021,VT,UNIVERSITY OF VERMONT MEDICAL CENTER,BURLINGTON,Short Term,505.0,419.0,419.0,418.7,370.1,12.4,12.0,-999999.0,-999999.0,505.0,75.0,42.0,62.0,39.4,-999999.0,-999999.0,0.0,0.0,0.0,3535.0,2933.0,2933.0,2931.0,2591.0,87.0,84.0,5.0,5.0,3535.0,525.0,294.0,434.0,276.0,27.0,27.0
9109,9/24/2021,VT,"PORTER HOSPITAL, INC",MIDDLEBURY,Critical Access Hospitals,50.0,50.0,40.0,18.0,18.0,-999999.0,-999999.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350.0,350.0,280.0,126.0,126.0,7.0,7.0,0.0,0.0,280.0,0.0,0.0,0.0,0.0,0.0,0.0
9785,10/1/2021,VT,GRACE COTTAGE HOSPITAL,TOWNSHEND,Critical Access Hospitals,19.0,19.0,19.0,9.0,9.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.0,133.0,133.0,63.0,63.0,0.0,0.0,0.0,0.0,133.0,0.0,0.0,0.0,0.0,0.0,0.0
9940,9/24/2021,VT,NORTHWESTERN MEDICAL CENTER INC,SAINT ALBANS,Short Term,83.7,83.7,45.0,27.7,26.1,-999999.0,-999999.0,0.0,0.0,45.0,7.1,7.1,4.1,4.0,-999999.0,-999999.0,0.0,0.0,0.0,586.0,586.0,315.0,194.0,183.0,25.0,25.0,0.0,0.0,315.0,50.0,50.0,29.0,28.0,7.0,7.0
10444,9/24/2021,VT,GRACE COTTAGE HOSPITAL,TOWNSHEND,Critical Access Hospitals,19.0,19.0,19.0,10.6,10.6,-999999.0,-999999.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.0,133.0,133.0,74.0,74.0,-999999.0,-999999.0,0.0,0.0,133.0,0.0,0.0,0.0,0.0,0.0,0.0
10816,10/1/2021,VT,RUTLAND REGIONAL MEDICAL CENTER,RUTLAND,Short Term,139.0,139.0,111.0,92.7,91.6,6.7,6.3,0.0,0.0,111.0,12.0,12.0,10.7,10.7,-999999.0,-999999.0,0.0,0.0,0.0,973.0,973.0,777.0,649.0,641.0,47.0,44.0,0.0,0.0,777.0,84.0,84.0,75.0,75.0,26.0,23.0
11424,9/24/2021,VT,GIFFORD MEDICAL CENTER,RANDOLPH,Critical Access Hospitals,56.0,56.0,25.0,13.7,14.0,-999999.0,-999999.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,392.0,392.0,175.0,96.0,98.0,-999999.0,-999999.0,0.0,0.0,175.0,0.0,0.0,0.0,0.0,0.0,0.0
12455,9/24/2021,VT,SOUTHWESTERN VERMONT MEDICAL CENTER,BENNINGTON,Short Term,106.0,100.0,100.0,56.1,53.1,-999999.0,-999999.0,0.0,0.0,106.0,10.0,10.0,8.0,8.0,-999999.0,-999999.0,0.0,0.0,0.0,742.0,700.0,700.0,393.0,372.0,27.0,27.0,0.0,0.0,742.0,70.0,70.0,56.0,56.0,9.0,9.0
12954,9/24/2021,VT,COPLEY HOSPITAL,MORRISVILLE,Critical Access Hospitals,32.0,32.0,32.0,18.3,18.3,-999999.0,-999999.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224.0,224.0,224.0,128.0,128.0,-999999.0,-999999.0,0.0,0.0,224.0,0.0,0.0,0.0,0.0,0.0,0.0
13090,10/1/2021,VT,NORTHWESTERN MEDICAL CENTER INC,SAINT ALBANS,Short Term,70.0,70.0,45.0,31.9,30.3,5.3,5.3,0.0,0.0,45.0,7.0,7.0,5.6,5.6,-999999.0,-999999.0,0.0,0.0,0.0,490.0,490.0,315.0,223.0,212.0,37.0,37.0,0.0,0.0,315.0,49.0,49.0,39.0,39.0,12.0,12.0
13330,10/1/2021,VT,SOUTHWESTERN VERMONT MEDICAL CENTER,BENNINGTON,Short Term,106.0,100.0,100.0,52.0,51.1,-999999.0,-999999.0,0.0,0.0,106.0,10.0,10.0,7.7,7.7,-999999.0,-999999.0,0.0,0.0,0.0,742.0,700.0,700.0,364.0,358.0,22.0,22.0,0.0,0.0,742.0,70.0,70.0,54.0,54.0,-999999.0,-999999.0
13371,9/17/2021,VT,GIFFORD MEDICAL CENTER,RANDOLPH,Critical Access Hospitals,56.0,56.0,25.0,15.7,15.7,-999999.0,-999999.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,392.0,392.0,175.0,110.0,110.0,8.0,8.0,0.0,0.0,175.0,0.0,0.0,0.0,0.0,0.0,0.0
13443,9/10/2021,VT,"PORTER HOSPITAL, INC",MIDDLEBURY,Critical Access Hospitals,50.0,50.0,40.0,18.0,18.0,-999999.0,-999999.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350.0,350.0,280.0,126.0,126.0,-999999.0,-999999.0,0.0,0.0,280.0,0.0,0.0,0.0,0.0,0.0,0.0
13780,9/3/2021,VT,BRATTLEBORO MEMORIAL HOSPITAL,BRATTLEBORO,Short Term,54.0,44.0,31.0,21.0,21.0,-999999.0,-999999.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,378.0,308.0,217.0,147.0,147.0,19.0,19.0,0.0,0.0,217.0,0.0,0.0,0.0,0.0,0.0,0.0
14200,9/17/2021,VT,MT ASCUTNEY HOSPITAL,WINDSOR,Critical Access Hospitals,35.0,35.0,35.0,23.1,23.1,-999999.0,-999999.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245.0,245.0,245.0,162.0,162.0,15.0,14.0,0.0,0.0,245.0,0.0,0.0,0.0,0.0,0.0,0.0
14282,9/10/2021,VT,GIFFORD MEDICAL CENTER,RANDOLPH,Critical Access Hospitals,56.0,56.0,25.0,14.6,14.6,-999999.0,-999999.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,392.0,392.0,175.0,102.0,102.0,-999999.0,-999999.0,0.0,0.0,175.0,0.0,0.0,0.0,0.0,0.0,0.0
14461,9/10/2021,VT,BRATTLEBORO MEMORIAL HOSPITAL,BRATTLEBORO,Short Term,54.0,44.0,31.0,16.9,16.9,-999999.0,-999999.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,378.0,308.0,217.0,118.0,118.0,6.0,6.0,0.0,0.0,217.0,0.0,0.0,0.0,0.0,0.0,0.0
14562,9/3/2021,VT,NORTH COUNTRY HOSPITAL AND HEALTH CENTER,NEWPORT,Critical Access Hospitals,35.0,35.0,25.0,19.0,19.0,-999999.0,-999999.0,0.0,0.0,25.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245.0,245.0,175.0,133.0,133.0,4.0,4.0,0.0,0.0,175.0,35.0,35.0,0.0,0.0,0.0,0.0
15037,9/17/2021,VT,SOUTHWESTERN VERMONT MEDICAL CENTER,BENNINGTON,Short Term,106.0,100.0,100.0,52.6,49.0,5.0,5.0,0.0,0.0,106.0,10.0,10.0,7.0,7.0,-999999.0,-999999.0,0.0,0.0,0.0,742.0,700.0,700.0,368.0,343.0,35.0,35.0,0.0,0.0,742.0,70.0,70.0,49.0,49.0,12.0,12.0
15195,9/10/2021,VT,NORTH COUNTRY HOSPITAL AND HEALTH CENTER,NEWPORT,Critical Access Hospitals,35.0,35.0,25.0,17.9,17.9,-999999.0,-999999.0,0.0,0.0,25.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245.0,245.0,175.0,125.0,125.0,4.0,4.0,0.0,0.0,175.0,35.0,35.0,0.0,0.0,0.0,0.0
15375,9/10/2021,VT,MT ASCUTNEY HOSPITAL,WINDSOR,Critical Access Hospitals,35.0,35.0,35.0,25.1,25.1,-999999.0,-999999.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245.0,245.0,245.0,176.0,176.0,-999999.0,-999999.0,0.0,0.0,245.0,0.0,0.0,0.0,0.0,0.0,0.0
15780,9/17/2021,VT,COPLEY HOSPITAL,MORRISVILLE,Critical Access Hospitals,32.0,32.0,32.0,16.1,16.1,-999999.0,-999999.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224.0,224.0,224.0,113.0,113.0,6.0,6.0,0.0,0.0,224.0,0.0,0.0,0.0,0.0,0.0,0.0
15824,9/10/2021,VT,SOUTHWESTERN VERMONT MEDICAL CENTER,BENNINGTON,Short Term,106.0,100.0,100.0,46.4,45.6,-999999.0,-999999.0,0.0,0.0,106.0,10.0,10.0,5.4,5.4,-999999.0,-999999.0,0.0,0.0,0.0,742.0,700.0,700.0,325.0,319.0,23.0,23.0,0.0,0.0,742.0,70.0,70.0,38.0,38.0,4.0,4.0
16550,9/3/2021,VT,"PORTER HOSPITAL, INC",MIDDLEBURY,Critical Access Hospitals,50.0,50.0,40.0,18.0,18.0,-999999.0,-999999.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350.0,350.0,280.0,126.0,126.0,6.0,6.0,0.0,0.0,280.0,0.0,0.0,0.0,0.0,0.0,0.0
16804,9/3/2021,VT,GRACE COTTAGE HOSPITAL,TOWNSHEND,Critical Access Hospitals,19.0,19.0,19.0,10.7,10.7,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.0,133.0,133.0,75.0,75.0,0.0,0.0,0.0,0.0,133.0,0.0,0.0,0.0,0.0,0.0,0.0
17139,9/17/2021,VT,NORTH COUNTRY HOSPITAL AND HEALTH CENTER,NEWPORT,Critical Access Hospitals,35.0,35.0,25.0,20.6,20.6,0.0,0.0,0.0,0.0,25.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245.0,245.0,175.0,144.0,144.0,0.0,0.0,0.0,0.0,175.0,35.0,35.0,0.0,0.0,0.0,0.0
17574,9/3/2021,VT,GIFFORD MEDICAL CENTER,RANDOLPH,Critical Access Hospitals,56.0,56.0,25.0,15.4,15.4,-999999.0,-999999.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,392.0,392.0,175.0,108.0,108.0,5.0,4.0,0.0,0.0,175.0,0.0,0.0,0.0,0.0,0.0,0.0
17816,9/10/2021,VT,RUTLAND REGIONAL MEDICAL CENTER,RUTLAND,Short Term,139.0,139.0,112.0,89.6,88.6,4.6,4.0,-999999.0,0.0,112.0,12.0,12.0,9.9,9.9,-999999.0,-999999.0,0.0,0.0,0.0,973.0,973.0,784.0,627.0,620.0,32.0,28.0,-999999.0,0.0,784.0,84.0,84.0,69.0,69.0,13.0,13.0
18010,9/17/2021,VT,SPRINGFIELD HOSPITAL,SPRINGFIELD,Critical Access Hospitals,38.0,38.0,25.0,12.6,12.6,-999999.0,-999999.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,266.0,266.0,175.0,88.0,88.0,21.0,21.0,0.0,0.0,175.0,0.0,0.0,0.0,0.0,0.0,0.0
18257,9/17/2021,VT,"PORTER HOSPITAL, INC",MIDDLEBURY,Critical Access Hospitals,50.0,50.0,40.0,18.0,18.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350.0,350.0,280.0,126.0,126.0,0.0,0.0,0.0,0.0,280.0,0.0,0.0,0.0,0.0,0.0,0.0
18730,9/17/2021,VT,CENTRAL VERMONT MEDICAL CENTER,BARRE,Short Term,119.0,119.0,89.0,67.4,67.4,-999999.0,-999999.0,0.0,0.0,89.0,14.0,14.0,9.1,9.1,-999999.0,-999999.0,0.0,0.0,0.0,833.0,833.0,623.0,472.0,472.0,13.0,13.0,0.0,0.0,623.0,98.0,98.0,64.0,64.0,11.0,11.0
19261,9/17/2021,VT,NORTHWESTERN MEDICAL CENTER INC,SAINT ALBANS,Short Term,102.0,102.0,50.7,30.4,28.3,6.7,5.9,0.0,0.0,50.7,8.6,8.6,4.9,4.9,-999999.0,-999999.0,0.0,0.0,0.0,714.0,714.0,355.0,213.0,198.0,47.0,41.0,0.0,0.0,355.0,60.0,60.0,34.0,34.0,7.0,7.0
19798,9/3/2021,VT,COPLEY HOSPITAL,MORRISVILLE,Critical Access Hospitals,32.0,32.0,32.0,19.9,19.9,-999999.0,-999999.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224.0,224.0,224.0,139.0,139.0,8.0,8.0,0.0,0.0,224.0,0.0,0.0,0.0,0.0,0.0,0.0
20170,9/17/2021,VT,GRACE COTTAGE HOSPITAL,TOWNSHEND,Critical Access Hospitals,19.0,19.0,19.0,9.4,9.4,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.0,133.0,133.0,66.0,66.0,0.0,0.0,0.0,0.0,133.0,0.0,0.0,0.0,0.0,0.0,0.0
20248,9/10/2021,VT,NORTHWESTERN MEDICAL CENTER INC,SAINT ALBANS,Short Term,102.0,102.0,85.0,36.0,33.0,5.3,5.1,0.0,0.0,85.0,10.0,10.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,714.0,714.0,595.0,252.0,231.0,37.0,36.0,0.0,0.0,595.0,70.0,70.0,42.0,42.0,0.0,0.0
20347,9/3/2021,VT,SOUTHWESTERN VERMONT MEDICAL CENTER,BENNINGTON,Short Term,106.0,100.0,100.0,41.3,39.3,4.0,4.0,0.0,0.0,106.0,10.0,10.0,6.0,6.0,-999999.0,-999999.0,0.0,0.0,0.0,742.0,700.0,700.0,289.0,275.0,28.0,28.0,0.0,0.0,742.0,70.0,70.0,42.0,42.0,7.0,7.0
20602,9/3/2021,VT,CENTRAL VERMONT MEDICAL CENTER,BARRE,Short Term,119.0,119.0,89.0,56.9,56.9,5.0,4.7,0.0,0.0,89.0,14.0,14.0,8.3,8.3,-999999.0,-999999.0,0.0,0.0,0.0,833.0,833.0,623.0,398.0,398.0,35.0,33.0,0.0,0.0,623.0,98.0,98.0,58.0,58.0,25.0,24.0
20974,9/17/2021,VT,RUTLAND REGIONAL MEDICAL CENTER,RUTLAND,Short Term,139.0,139.0,111.4,93.6,91.6,11.4,7.3,0.0,0.0,111.4,12.0,12.0,10.1,10.1,5.0,4.3,0.0,0.0,0.0,973.0,973.0,780.0,655.0,641.0,80.0,51.0,0.0,0.0,780.0,84.0,84.0,71.0,71.0,35.0,30.0
21236,9/10/2021,VT,CENTRAL VERMONT MEDICAL CENTER,BARRE,Short Term,119.0,119.0,89.0,59.4,59.4,-999999.0,-999999.0,0.0,0.0,89.0,14.0,14.0,8.6,8.6,-999999.0,-999999.0,0.0,0.0,0.0,833.0,833.0,623.0,416.0,416.0,12.0,12.0,0.0,0.0,623.0,98.0,98.0,60.0,60.0,9.0,9.0
21890,9/17/2021,VT,UNIVERSITY OF VERMONT MEDICAL CENTER,BURLINGTON,Short Term,504.7,418.7,418.7,416.7,372.6,15.0,14.7,-999999.0,-999999.0,504.7,75.0,42.0,60.1,40.6,5.9,5.9,-999999.0,-999999.0,0.0,3533.0,2931.0,2931.0,2917.0,2608.0,105.0,103.0,10.0,7.0,3533.0,525.0,294.0,421.0,284.0,41.0,41.0
21930,9/10/2021,VT,UNIVERSITY OF VERMONT MEDICAL CENTER,BURLINGTON,Short Term,505.0,419.0,419.0,429.7,380.1,12.9,12.7,-999999.0,-999999.0,505.0,75.0,42.0,63.6,42.7,5.4,5.3,0.0,0.0,0.0,3535.0,2933.0,2933.0,3008.0,2661.0,90.0,89.0,5.0,5.0,3535.0,525.0,294.0,445.0,299.0,38.0,37.0
22103,9/3/2021,VT,SPRINGFIELD HOSPITAL,SPRINGFIELD,Critical Access Hospitals,38.0,38.0,25.0,12.6,12.6,-999999.0,-999999.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,266.0,266.0,175.0,88.0,88.0,-999999.0,-999999.0,0.0,0.0,175.0,0.0,0.0,0.0,0.0,0.0,0.0
22212,9/3/2021,VT,NORTHEASTERN VERMONT REGIONAL HOSPITAL,SAINT JOHNSBURY,Critical Access Hospitals,25.0,25.0,25.0,22.1,22.1,-999999.0,-999999.0,0.0,0.0,25.0,4.0,4.0,-999999.0,-999999.0,-999999.0,-999999.0,0.0,0.0,0.0,175.0,175.0,175.0,155.0,155.0,8.0,8.0,0.0,0.0,175.0,28.0,28.0,22.0,22.0,4.0,4.0
23062,9/10/2021,VT,GRACE COTTAGE HOSPITAL,TOWNSHEND,Critical Access Hospitals,19.0,19.0,19.0,10.0,10.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.0,133.0,133.0,70.0,70.0,0.0,0.0,0.0,0.0,133.0,0.0,0.0,0.0,0.0,0.0,0.0
