,collection_week,state,hospital_name,city,hospital_subtype,total_beds_7_day_avg,all_adult_hospital_beds_7_day_avg,all_adult_hospital_inpatient_beds_7_day_avg,inpatient_beds_used_7_day_avg,all_adult_hospital_inpatient_bed_occupied_7_day_avg,total_adult_patients_hospitalized_confirmed_and_suspected_covid_7_day_avg,total_adult_patients_hospitalized_confirmed_covid_7_day_avg,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_7_day_avg,total_pediatric_patients_hospitalized_confirmed_covid_7_day_avg,inpatient_beds_7_day_avg,total_icu_beds_7_day_avg,total_staffed_adult_icu_beds_7_day_avg,icu_beds_used_7_day_avg,staffed_adult_icu_bed_occupancy_7_day_avg,staffed_icu_adult_patients_confirmed_and_suspected_covid_7_day_avg,staffed_icu_adult_patients_confirmed_covid_7_day_avg,total_patients_hospitalized_confirmed_influenza_7_day_avg,icu_patients_confirmed_influenza_7_day_avg,total_patients_hospitalized_confirmed_influenza_and_covid_7_day_avg,total_beds_7_day_sum,all_adult_hospital_beds_7_day_sum,all_adult_hospital_inpatient_beds_7_day_sum,inpatient_beds_used_7_day_sum,all_adult_hospital_inpatient_bed_occupied_7_day_sum,total_adult_patients_hospitalized_confirmed_and_suspected_covid_7_day_sum,total_adult_patients_hospitalized_confirmed_covid_7_day_sum,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_7_day_sum,total_pediatric_patients_hospitalized_confirmed_covid_7_day_sum,inpatient_beds_7_day_sum,total_icu_beds_7_day_sum,total_staffed_adult_icu_beds_7_day_sum,icu_beds_used_7_day_sum,staffed_adult_icu_bed_occupancy_7_day_sum,staffed_icu_adult_patients_confirmed_and_suspected_covid_7_day_sum,staffed_icu_adult_patients_confirmed_covid_7_day_sum
726,9/24/2021,KY,MEADOWVIEW REGIONAL MEDICAL CENTER,MAYSVILLE,Short Term,65.0,100.0,32.0,21.1,21.1,9.3,9.3,0.0,0.0,32.0,5.0,8.9,4.4,4.4,-999999.0,-999999.0,,,,455.0,700.0,224.0,148.0,148.0,65.0,65.0,0.0,0.0,224.0,35.0,62.0,31.0,31.0,26.0,27.0
742,9/24/2021,KY,BLUEGRASS COMMUNITY HOSPITAL,VERSAILLES,Critical Access Hospitals,22.0,14.0,14.0,6.9,6.9,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,154.0,98.0,98.0,48.0,48.0,0.0,0.0,0.0,0.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0
755,9/17/2021,KY,"PINEVILLE COMMUNITY HEALTH CENTER, INC",PINEVILLE,Short Term,90.0,36.9,12.9,10.0,10.0,-999999.0,-999999.0,0.0,0.0,12.9,4.0,4.0,-999999.0,-999999.0,-999999.0,-999999.0,,,,630.0,258.0,90.0,70.0,70.0,21.0,21.0,0.0,0.0,90.0,28.0,28.0,21.0,21.0,11.0,11.0
782,10/1/2021,KY,FLAGET MEMORIAL HOSPITAL,BARDSTOWN,Short Term,40.0,40.0,36.6,27.6,27.6,9.6,9.6,0.0,0.0,36.6,12.0,12.0,10.0,10.0,4.1,4.6,0.0,0.0,0.0,280.0,280.0,256.0,193.0,193.0,67.0,67.0,0.0,0.0,256.0,84.0,84.0,70.0,70.0,29.0,32.0
813,9/17/2021,KY,FLEMING COUNTY HOSPITAL,FLEMINGSBURG,Critical Access Hospitals,25.0,25.0,14.0,9.3,9.3,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.0,175.0,98.0,65.0,65.0,0.0,0.0,0.0,0.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0
827,9/24/2021,KY,WHITESBURG ARH HOSPITAL,WHITESBURG,Short Term,90.0,55.4,50.0,49.4,49.4,18.6,17.1,0.0,0.0,50.0,5.4,5.4,4.4,4.4,-999999.0,-999999.0,,,,630.0,388.0,350.0,346.0,346.0,130.0,120.0,0.0,0.0,350.0,38.0,38.0,31.0,31.0,15.0,15.0
852,10/1/2021,KY,EPHRAIM MCDOWELL REGIONAL MEDICAL CENTER,DANVILLE,Short Term,225.0,169.4,169.4,88.7,88.7,26.7,26.7,0.0,0.0,170.6,12.6,12.6,11.6,11.6,-999999.0,-999999.0,,,,1575.0,1186.0,1186.0,621.0,621.0,187.0,187.0,0.0,0.0,1194.0,88.0,88.0,81.0,81.0,16.0,16.0
867,9/24/2021,KY,THE MEDICAL CENTER AT CAVERNA,HORSE CAVE,Critical Access Hospitals,25.0,25.0,12.0,10.7,10.7,-999999.0,-999999.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.0,175.0,84.0,75.0,75.0,-999999.0,-999999.0,0.0,0.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0
1023,10/1/2021,KY,CHI SAINT JOSEPH BEREA NF,BEREA,Critical Access Hospitals,25.0,16.4,18.7,17.9,17.9,7.3,7.3,0.0,0.0,18.7,-999999.0,-999999.0,-999999.0,-999999.0,-999999.0,-999999.0,,,,175.0,115.0,131.0,125.0,125.0,51.0,51.0,0.0,0.0,131.0,27.0,27.0,27.0,27.0,14.0,14.0
1044,9/24/2021,KY,LOURDES HOSPITAL,PADUCAH,Short Term,358.0,184.0,159.3,126.3,125.6,32.3,31.1,0.0,0.0,159.3,38.6,40.0,16.3,16.3,9.1,9.1,,,,2506.0,1288.0,1115.0,884.0,879.0,226.0,218.0,0.0,0.0,1115.0,270.0,280.0,114.0,114.0,64.0,64.0
1081,9/24/2021,KY,NORTON HOSPITAL / NORTON HEALTHCARE PAVILION / NOR,LOUISVILLE,Short Term,1721.0,1142.1,970.4,1073.9,913.6,248.7,106.7,44.6,9.0,1138.3,158.4,117.4,106.9,106.9,46.3,29.4,,,,12047.0,7995.0,6793.0,7517.0,6395.0,1741.0,747.0,312.0,63.0,7968.0,1109.0,822.0,748.0,748.0,324.0,206.0
1088,9/24/2021,KY,UOFL HEALTH - JEWISH HOSPITAL,LOUISVILLE,Short Term,783.7,444.6,444.6,387.1,387.1,62.9,62.7,0.0,0.0,444.6,61.0,61.0,57.3,57.3,19.1,19.1,0.0,0.0,0.0,5486.0,3112.0,3112.0,2710.0,2710.0,440.0,439.0,0.0,0.0,3112.0,427.0,427.0,401.0,401.0,134.0,134.0
1118,9/24/2021,KY,SAINT JOSEPH HOSPITAL,LEXINGTON,Short Term,446.0,335.0,263.0,220.6,220.6,67.6,64.3,0.0,0.0,263.0,50.0,50.0,46.9,46.9,30.4,30.4,,,,3122.0,2345.0,1841.0,1544.0,1544.0,473.0,450.0,0.0,0.0,1841.0,350.0,350.0,328.0,328.0,213.0,213.0
1133,9/24/2021,KY,TUG VALLEY ARH REGIONAL MEDICAL CENTER,SOUTH WILLIAMSON,Short Term,113.0,40.0,40.4,40.4,39.9,14.9,14.4,-999999.0,-999999.0,42.7,6.0,6.0,6.0,6.0,4.0,-999999.0,,,,791.0,280.0,283.0,283.0,279.0,104.0,101.0,-999999.0,-999999.0,299.0,42.0,42.0,42.0,42.0,28.0,26.0
1187,10/1/2021,KY,PAUL B HALL REGIONAL MEDICAL CENTER,PAINTSVILLE,Short Term,72.0,72.0,27.6,27.6,27.6,7.7,6.9,0.0,0.0,27.6,7.0,7.0,7.0,7.0,-999999.0,-999999.0,0.0,0.0,0.0,504.0,504.0,193.0,193.0,193.0,54.0,48.0,0.0,0.0,193.0,49.0,49.0,49.0,49.0,17.0,14.0
1271,10/1/2021,KY,KINDRED HOSPITAL LOUISVILLE,LOUISVILLE,Long Term,414.0,414.0,96.9,86.6,86.6,-999999.0,-999999.0,0.0,0.0,96.9,9.1,9.1,4.7,4.7,-999999.0,-999999.0,0.0,0.0,0.0,2898.0,2898.0,678.0,606.0,606.0,5.0,5.0,0.0,0.0,678.0,64.0,64.0,33.0,33.0,5.0,5.0
1300,9/24/2021,KY,CARROLL COUNTY MEMORIAL HOSPITAL,CARROLLTON,Critical Access Hospitals,29.0,25.0,12.0,7.6,7.6,-999999.0,-999999.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,203.0,175.0,84.0,53.0,53.0,15.0,15.0,0.0,0.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0
1327,9/17/2021,KY,THE MEDICAL CENTER AT FRANKLIN,FRANKLIN,Critical Access Hospitals,25.0,25.0,18.0,13.3,13.3,-999999.0,-999999.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.0,175.0,126.0,93.0,93.0,-999999.0,-999999.0,0.0,0.0,126.0,0.0,0.0,0.0,0.0,0.0,0.0
1344,10/1/2021,KY,ST ELIZABETH FT THOMAS,FORT THOMAS,Short Term,190.0,128.0,116.7,110.4,110.4,37.1,43.0,0.0,0.0,116.7,12.6,12.6,12.4,12.4,10.4,-999999.0,,,,1330.0,896.0,817.0,773.0,773.0,260.0,301.0,0.0,0.0,817.0,88.0,88.0,87.0,87.0,73.0,26.0
1536,10/1/2021,KY,ADVENTHEALTH MANCHESTER,MANCHESTER,Short Term,49.0,46.3,38.0,17.0,17.0,12.9,12.9,0.0,0.0,38.0,12.0,12.0,10.9,6.0,7.6,7.6,,,,343.0,324.0,266.0,119.0,119.0,90.0,90.0,0.0,0.0,266.0,84.0,84.0,76.0,42.0,53.0,53.0
1557,9/24/2021,KY,BRECKINRIDGE MEMORIAL HOSPITAL,HARDINSBURG,Critical Access Hospitals,30.0,25.0,25.0,11.1,11.1,-999999.0,-999999.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,210.0,175.0,175.0,78.0,78.0,16.0,13.0,0.0,0.0,175.0,0.0,0.0,0.0,0.0,0.0,0.0
1587,9/24/2021,KY,BARBOURVILLE ARH HOSPITAL,BARBOURVILLE,Critical Access Hospitals,35.0,25.0,25.0,18.9,18.9,6.7,6.7,0.0,0.0,25.0,6.0,6.0,5.3,5.3,-999999.0,-999999.0,,,,245.0,175.0,175.0,132.0,132.0,47.0,47.0,0.0,0.0,175.0,42.0,42.0,37.0,37.0,19.0,18.0
1612,9/17/2021,KY,SAINT JOSEPH HOSPITAL,LEXINGTON,Short Term,446.0,335.0,263.0,206.3,206.3,65.3,61.9,0.0,0.0,263.0,50.0,50.0,45.7,45.7,25.7,25.7,,,,3122.0,2345.0,1841.0,1444.0,1444.0,457.0,433.0,0.0,0.0,1841.0,350.0,350.0,320.0,320.0,180.0,180.0
1615,9/17/2021,KY,CHI SAINT JOSEPH LONDON,LONDON,Short Term,203.0,123.1,123.1,109.4,109.4,63.4,63.4,0.0,0.0,123.1,48.0,48.0,43.4,43.4,18.3,18.3,,,,1421.0,862.0,862.0,766.0,766.0,444.0,444.0,0.0,0.0,862.0,336.0,336.0,304.0,304.0,128.0,128.0
1667,10/1/2021,KY,ST ELIZABETH FLORENCE,FLORENCE,Short Term,218.0,175.0,131.6,131.1,131.1,24.9,24.6,0.0,0.0,131.6,16.7,16.7,16.6,16.6,7.7,7.7,,,,1526.0,1225.0,921.0,918.0,918.0,174.0,172.0,0.0,0.0,921.0,117.0,117.0,116.0,116.0,54.0,54.0
1675,10/1/2021,KY,THE MEDICAL CENTER AT BOWLING GREEN,BOWLING GREEN,Short Term,316.0,310.0,245.7,235.7,235.7,33.7,33.7,0.0,0.0,252.6,63.3,56.4,56.4,56.4,12.3,10.1,,,,2212.0,2170.0,1720.0,1650.0,1650.0,236.0,236.0,0.0,0.0,1768.0,443.0,395.0,395.0,395.0,86.0,71.0
1733,9/17/2021,KY,MORGAN COUNTY ARH HOSPITAL,WEST LIBERTY,Critical Access Hospitals,25.0,25.0,20.3,4.4,4.4,-999999.0,-999999.0,0.0,0.0,20.3,0.0,0.0,0.0,0.0,0.0,0.0,,,,175.0,175.0,142.0,31.0,31.0,27.0,27.0,0.0,0.0,142.0,0.0,0.0,0.0,0.0,0.0,0.0
1735,10/1/2021,KY,HARLAN ARH HOSPITAL,HARLAN,Short Term,120.0,53.7,53.3,46.1,46.1,19.4,16.0,0.0,0.0,53.3,7.1,7.1,6.7,6.7,-999999.0,-999999.0,,,,840.0,376.0,373.0,323.0,323.0,136.0,112.0,0.0,0.0,373.0,50.0,50.0,47.0,47.0,19.0,18.0
1887,9/24/2021,KY,BOURBON COMMUNITY HOSPITAL,PARIS,Short Term,58.0,21.0,13.6,11.1,11.1,6.3,6.3,0.0,0.0,13.6,5.4,5.4,-999999.0,-999999.0,-999999.0,-999999.0,0.0,0.0,0.0,406.0,147.0,95.0,78.0,78.0,44.0,44.0,0.0,0.0,95.0,38.0,38.0,14.0,14.0,10.0,10.0
1927,10/1/2021,KY,"LIVINGSTON HOSPITAL AND HEALTHCARE SERVICES, INC",SALEM,Critical Access Hospitals,25.0,25.0,18.0,9.4,9.4,-999999.0,-999999.0,0.0,0.0,18.0,-999999.0,-999999.0,-999999.0,-999999.0,-999999.0,-999999.0,,,,175.0,175.0,126.0,66.0,66.0,5.0,5.0,0.0,0.0,126.0,14.0,14.0,11.0,11.0,-999999.0,-999999.0
1938,9/17/2021,KY,THE JAMES B HAGGIN MEMORIAL HOSPITAL,HARRODSBURG,Critical Access Hospitals,46.0,25.0,25.0,18.6,18.6,-999999.0,-999999.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,322.0,175.0,175.0,130.0,130.0,14.0,14.0,0.0,0.0,175.0,0.0,0.0,0.0,0.0,0.0,0.0
2048,9/24/2021,KY,JENNIE STUART MEDICAL CENTER,HOPKINSVILLE,Short Term,126.0,98.0,98.0,78.6,78.6,33.7,32.4,0.0,0.0,120.0,8.0,8.0,8.0,8.0,5.9,5.0,,,,882.0,686.0,686.0,550.0,550.0,236.0,227.0,0.0,0.0,840.0,56.0,56.0,56.0,56.0,41.0,35.0
2085,10/1/2021,KY,UNIVERSITY OF LOUISVILLE HOSPITAL,LOUISVILLE,Short Term,404.0,346.0,346.0,280.6,280.6,28.3,28.3,0.0,0.0,346.0,78.0,78.0,74.7,74.7,7.3,7.3,,,,2828.0,2422.0,2422.0,1964.0,1964.0,198.0,198.0,0.0,0.0,2422.0,546.0,546.0,523.0,523.0,51.0,51.0
2089,9/17/2021,KY,ST CLAIRE REGIONAL MEDICAL CENTER,MOREHEAD,Short Term,159.0,135.9,116.6,74.0,73.9,40.9,40.9,0.0,0.0,116.6,21.1,21.1,15.9,15.9,14.3,14.3,,,,1113.0,951.0,816.0,518.0,517.0,286.0,286.0,0.0,0.0,816.0,148.0,148.0,111.0,111.0,100.0,100.0
2114,10/1/2021,KY,CLARK REGIONAL MEDICAL CENTER,WINCHESTER,Short Term,79.0,52.0,42.0,39.9,38.6,15.4,15.4,0.0,0.0,52.0,12.0,12.0,9.9,9.9,7.4,5.6,,,,553.0,364.0,294.0,279.0,270.0,108.0,108.0,0.0,0.0,364.0,84.0,84.0,69.0,69.0,52.0,39.0
2120,9/17/2021,KY,JANE TODD CRAWFORD HOSPITAL,GREENSBURG,Critical Access Hospitals,25.0,24.6,17.1,16.6,16.6,-999999.0,-999999.0,0.0,0.0,17.1,0.0,0.0,0.0,0.0,0.0,0.0,,,,175.0,172.0,120.0,116.0,116.0,7.0,-999999.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0
2157,9/17/2021,KY,THREE RIVERS MEDICAL CENTER,LOUISA,Short Term,66.0,38.6,38.6,27.3,27.3,14.3,14.0,0.0,0.0,38.6,6.0,6.0,6.0,6.0,5.6,5.6,,,,462.0,270.0,270.0,191.0,191.0,100.0,98.0,0.0,0.0,270.0,42.0,42.0,42.0,42.0,39.0,39.0
2214,9/24/2021,KY,THE MEDICAL CENTER AT SCOTTSVILLE,SCOTTSVILLE,Critical Access Hospitals,25.0,25.0,14.0,8.4,8.4,-999999.0,-999999.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.0,175.0,98.0,59.0,59.0,21.0,21.0,0.0,0.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0
2277,10/1/2021,KY,ST CLAIRE REGIONAL MEDICAL CENTER,MOREHEAD,Short Term,159.0,135.9,116.6,75.0,75.0,27.6,27.6,0.0,0.0,116.4,19.3,18.9,15.6,15.6,9.0,9.0,,,,1113.0,951.0,816.0,525.0,525.0,193.0,193.0,0.0,0.0,815.0,135.0,132.0,109.0,109.0,63.0,63.0
2301,9/17/2021,KY,ST ELIZABETH MEDICAL CENTER NORTH,EDGEWOOD,Short Term,597.0,539.0,483.9,467.0,467.0,62.6,61.9,0.0,0.0,488.4,50.1,47.4,46.6,46.6,9.9,10.0,,,,4179.0,3773.0,3387.0,3269.0,3269.0,438.0,433.0,0.0,0.0,3419.0,351.0,332.0,326.0,326.0,69.0,70.0
2320,10/1/2021,KY,TRIGG COUNTY HOSPITAL,CADIZ,Critical Access Hospitals,25.0,21.4,25.0,14.0,14.0,-999999.0,-999999.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,175.0,150.0,175.0,98.0,98.0,-999999.0,-999999.0,0.0,0.0,175.0,0.0,0.0,0.0,0.0,0.0,0.0
2395,9/17/2021,KY,THE MEDICAL CENTER AT SCOTTSVILLE,SCOTTSVILLE,Critical Access Hospitals,25.0,25.0,14.0,10.0,10.0,4.7,4.7,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.0,175.0,98.0,70.0,70.0,33.0,33.0,0.0,0.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0
2429,10/1/2021,KY,MARY BRECKINRIDGE ARH HOSPITAL,HYDEN,Critical Access Hospitals,30.0,25.0,15.9,9.7,9.7,-999999.0,-999999.0,0.0,0.0,15.9,0.0,0.0,0.0,0.0,0.0,0.0,,,,210.0,175.0,111.0,68.0,68.0,4.0,4.0,0.0,0.0,111.0,0.0,0.0,0.0,0.0,0.0,0.0
2487,9/17/2021,KY,SELECT SPECIALTY HOSPITAL-NORTHERN KENTUCKY,FORT THOMAS,Long Term,33.0,33.0,33.0,19.3,19.3,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,231.0,231.0,231.0,135.0,135.0,0.0,0.0,0.0,0.0,231.0,0.0,0.0,0.0,0.0,0.0,0.0
2581,10/1/2021,KY,T J HEALTH COLUMBIA,COLUMBIA,Short Term,74.0,13.0,13.0,5.3,5.3,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,518.0,91.0,91.0,37.0,37.0,0.0,0.0,0.0,0.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0
2585,9/17/2021,KY,THE MEDICAL CENTER AT CAVERNA,HORSE CAVE,Critical Access Hospitals,25.0,25.0,12.0,9.0,9.0,-999999.0,-999999.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.0,175.0,84.0,63.0,63.0,7.0,7.0,0.0,0.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0
2589,9/24/2021,KY,MCDOWELL ARH HOSPITAL,MC DOWELL,Critical Access Hospitals,30.0,23.0,20.7,19.6,19.6,-999999.0,-999999.0,0.0,-999999.0,19.6,-999999.0,-999999.0,-999999.0,-999999.0,-999999.0,0.0,,,,210.0,161.0,145.0,137.0,137.0,27.0,26.0,0.0,-999999.0,137.0,8.0,8.0,7.0,7.0,4.0,0.0
2651,9/17/2021,KY,BAPTIST HEALTH RICHMOND,RICHMOND,Short Term,103.0,97.7,78.6,53.7,53.7,29.4,29.4,0.0,0.0,91.6,11.0,11.0,10.9,10.9,4.6,4.6,,,,721.0,684.0,550.0,376.0,376.0,206.0,206.0,0.0,0.0,641.0,77.0,77.0,76.0,76.0,32.0,32.0
2663,9/17/2021,KY,TAYLOR REGIONAL HOSPITAL,CAMPBELLSVILLE,Short Term,123.0,90.0,41.0,30.4,30.4,15.4,15.4,0.0,0.0,41.0,8.0,8.0,7.9,7.9,7.9,7.9,,,,861.0,630.0,287.0,213.0,213.0,108.0,108.0,0.0,0.0,287.0,56.0,56.0,55.0,55.0,55.0,55.0
2670,10/1/2021,KY,ARH OUR LADY OF THE WAY,MARTIN,Critical Access Hospitals,41.0,18.4,17.1,10.9,10.9,-999999.0,-999999.0,0.0,0.0,14.4,0.0,0.0,0.0,0.0,0.0,0.0,,,,287.0,129.0,120.0,76.0,76.0,9.0,7.0,0.0,0.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0
2673,9/24/2021,KY,HAZARD ARH REGIONAL MEDICAL CENTER,HAZARD,Short Term,342.0,206.7,219.4,189.7,167.4,60.4,60.4,-999999.0,-999999.0,223.9,38.7,38.7,38.6,38.6,16.7,16.7,,,,2394.0,1447.0,1536.0,1328.0,1172.0,423.0,423.0,-999999.0,-999999.0,1567.0,271.0,271.0,270.0,270.0,117.0,117.0
2678,10/1/2021,KY,CHI SAINT JOSEPH MOUNT STERLING,MOUNT STERLING,Short Term,70.0,42.0,36.0,25.0,25.0,9.0,9.0,0.0,0.0,36.0,5.1,5.1,4.0,4.0,4.3,4.3,,,,490.0,294.0,252.0,175.0,175.0,63.0,63.0,0.0,0.0,252.0,36.0,36.0,28.0,28.0,30.0,30.0
2713,10/1/2021,KY,JACKSON PURCHASE MEDICAL CENTER,MAYFIELD,Short Term,130.0,107.0,90.0,55.4,55.4,11.9,11.9,0.0,0.0,90.0,13.0,13.0,10.6,10.6,-999999.0,-999999.0,,,,910.0,749.0,630.0,388.0,388.0,83.0,83.0,0.0,0.0,630.0,91.0,91.0,74.0,74.0,21.0,23.0
2827,9/17/2021,KY,"LIVINGSTON HOSPITAL AND HEALTHCARE SERVICES, INC",SALEM,Critical Access Hospitals,25.0,25.0,18.3,11.4,11.4,-999999.0,-999999.0,0.0,0.0,18.3,-999999.0,-999999.0,-999999.0,-999999.0,-999999.0,-999999.0,,,,175.0,175.0,128.0,80.0,80.0,15.0,15.0,0.0,0.0,128.0,20.0,20.0,9.0,9.0,-999999.0,-999999.0
2856,9/24/2021,KY,DEACONESS UNION COUNTY HOSPITAL,MORGANFIELD,Critical Access Hospitals,50.0,25.3,25.3,10.1,10.1,-999999.0,-999999.0,0.0,0.0,25.3,0.0,0.0,0.0,0.0,0.0,0.0,,,,350.0,177.0,177.0,71.0,71.0,6.0,-999999.0,0.0,0.0,177.0,0.0,0.0,0.0,0.0,0.0,0.0
